Date,CPIAUCSL_PC1,UNRATE,ASPUS,GDP,Nonfarm business sector Labor productivity,Nonfarm business sector Real value-added output,Nonfarm business sector Hours worked,Nonfarm business sector Hourly compensation,Nonfarm business sector Real hourly compensation,Nonfarm business sector Unit labor costs,Nonfarm business sector Unit nonlabor payments,Nonfarm business sector Value-added output price deflator,Nonfarm business sector Employment,Nonfarm business sector Average weekly hours,Nonfarm business sector Labor share,Nonfarm business sector Labor compensation,Nonfarm business sector Value-added output,Nonfarm business sector Nonlabor payments,Nonfarm business sector Output per worker,Nonfarm business sector Consumer price deflator,Business sector Labor productivity,Business sector Real value-added output,Business sector Hours worked,Business sector Hourly compensation,Business sector Real hourly compensation,Business sector Unit labor costs,Business sector Unit nonlabor payments,Business sector Value-added output price deflator,Business sector Employment,Business sector Average weekly hours,Business sector Labor share,Business sector Labor compensation,Business sector Value-added output,Business sector Nonlabor payments,Business sector Output per worker,Business sector Consumer price deflator,Nonfinancial corporate sector Labor productivity,Nonfinancial corporate sector Real value-added output,Nonfinancial corporate sector Hours worked,Nonfinancial corporate sector Hourly compensation,Nonfinancial corporate sector Real hourly compensation,Nonfinancial corporate sector Unit labor costs,Nonfinancial corporate sector Unit nonlabor payments,Nonfinancial corporate sector Value-added output price deflator,Nonfinancial corporate sector Employment,Nonfinancial corporate sector Average weekly hours,Nonfinancial corporate sector Labor share,Nonfinancial corporate sector Labor compensation,Nonfinancial corporate sector Value-added output,Nonfinancial corporate sector Nonlabor payments,Nonfinancial corporate sector Output per worker,Nonfinancial corporate sector Consumer price deflator,Nonfinancial corporate sector Unit nonlabor costs,Nonfinancial corporate sector Unit combined input costs,Nonfinancial corporate sector Unit profits,Nonfinancial corporate sector Nonlabor costs,Nonfinancial corporate sector Profits,Manufacturing sector Labor productivity,Manufacturing sector Real sectoral output,Manufacturing sector Hours worked,Manufacturing sector Hourly compensation,Manufacturing sector Real hourly compensation,Manufacturing sector Unit labor costs,Manufacturing sector Employment,Manufacturing sector Average weekly hours,Manufacturing sector Labor compensation,Manufacturing sector Output per worker,Manufacturing sector Consumer price deflator,Durable manufacturing sector Labor productivity,Durable manufacturing sector Real sectoral output,Durable manufacturing sector Hours worked,Durable manufacturing sector Hourly compensation,Durable manufacturing sector Real hourly compensation,Durable manufacturing sector Unit labor costs,Durable manufacturing sector Employment,Durable manufacturing sector Average weekly hours,Durable manufacturing sector Labor compensation,Durable manufacturing sector Output per worker,Durable manufacturing sector Consumer price deflator,Nondurable manufacturing sector Labor productivity,Nondurable manufacturing sector Real sectoral output,Nondurable manufacturing sector Hours worked,Nondurable manufacturing sector Hourly compensation,Nondurable manufacturing sector Real hourly compensation,Nondurable manufacturing sector Unit labor costs,Nondurable manufacturing sector Employment,Nondurable manufacturing sector Average weekly hours,Nondurable manufacturing sector Labor compensation,Nondurable manufacturing sector Output per worker,Nondurable manufacturing sector Consumer price deflator,CPIAUCSL_PC1_smoothed,column_name,UNRATE_smoothed,ASPUS_smoothed,GDP_smoothed,Nonfarm business sector Labor productivity_smoothed,Nonfarm business sector Real value-added output_smoothed,Nonfarm business sector Hours worked_smoothed,Nonfarm business sector Hourly compensation_smoothed,Nonfarm business sector Real hourly compensation_smoothed,Nonfarm business sector Unit labor costs_smoothed,Nonfarm business sector Unit nonlabor payments_smoothed,Nonfarm business sector Value-added output price deflator_smoothed,Nonfarm business sector Employment_smoothed,Nonfarm business sector Average weekly hours_smoothed,Nonfarm business sector Labor share_smoothed,Nonfarm business sector Labor compensation_smoothed,Nonfarm business sector Value-added output_smoothed,Nonfarm business sector Nonlabor payments_smoothed,Nonfarm business sector Output per worker_smoothed,Nonfarm business sector Consumer price deflator_smoothed,Business sector Labor productivity_smoothed,Business sector Real value-added output_smoothed,Business sector Hours worked_smoothed,Business sector Hourly compensation_smoothed,Business sector Real hourly compensation_smoothed,Business sector Unit labor costs_smoothed,Business sector Unit nonlabor payments_smoothed,Business sector Value-added output price deflator_smoothed,Business sector Employment_smoothed,Business sector Average weekly hours_smoothed,Business sector Labor share_smoothed,Business sector Labor compensation_smoothed,Business sector Value-added output_smoothed,Business sector Nonlabor payments_smoothed,Business sector Output per worker_smoothed,Business sector Consumer price deflator_smoothed,Nonfinancial corporate sector Labor productivity_smoothed,Nonfinancial corporate sector Real value-added output_smoothed,Nonfinancial corporate sector Hours worked_smoothed,Nonfinancial corporate sector Hourly compensation_smoothed,Nonfinancial corporate sector Real hourly compensation_smoothed,Nonfinancial corporate sector Unit labor costs_smoothed,Nonfinancial corporate sector Unit nonlabor payments_smoothed,Nonfinancial corporate sector Value-added output price deflator_smoothed,Nonfinancial corporate sector Employment_smoothed,Nonfinancial corporate sector Average weekly hours_smoothed,Nonfinancial corporate sector Labor share_smoothed,Nonfinancial corporate sector Labor compensation_smoothed,Nonfinancial corporate sector Value-added output_smoothed,Nonfinancial corporate sector Nonlabor payments_smoothed,Nonfinancial corporate sector Output per worker_smoothed,Nonfinancial corporate sector Consumer price deflator_smoothed,Nonfinancial corporate sector Unit nonlabor costs_smoothed,Nonfinancial corporate sector Unit combined input costs_smoothed,Nonfinancial corporate sector Unit profits_smoothed,Nonfinancial corporate sector Nonlabor costs_smoothed,Nonfinancial corporate sector Profits_smoothed,Manufacturing sector Labor productivity_smoothed,Manufacturing sector Real sectoral output_smoothed,Manufacturing sector Hours worked_smoothed,Manufacturing sector Hourly compensation_smoothed,Manufacturing sector Real hourly compensation_smoothed,Manufacturing sector Unit labor costs_smoothed,Manufacturing sector Employment_smoothed,Manufacturing sector Average weekly hours_smoothed,Manufacturing sector Labor compensation_smoothed,Manufacturing sector Output per worker_smoothed,Manufacturing sector Consumer price deflator_smoothed,Durable manufacturing sector Labor productivity_smoothed,Durable manufacturing sector Real sectoral output_smoothed,Durable manufacturing sector Hours worked_smoothed,Durable manufacturing sector Hourly compensation_smoothed,Durable manufacturing sector Real hourly compensation_smoothed,Durable manufacturing sector Unit labor costs_smoothed,Durable manufacturing sector Employment_smoothed,Durable manufacturing sector Average weekly hours_smoothed,Durable manufacturing sector Labor compensation_smoothed,Durable manufacturing sector Output per worker_smoothed,Durable manufacturing sector Consumer price deflator_smoothed,Nondurable manufacturing sector Labor productivity_smoothed,Nondurable manufacturing sector Real sectoral output_smoothed,Nondurable manufacturing sector Hours worked_smoothed,Nondurable manufacturing sector Hourly compensation_smoothed,Nondurable manufacturing sector Real hourly compensation_smoothed,Nondurable manufacturing sector Unit labor costs_smoothed,Nondurable manufacturing sector Employment_smoothed,Nondurable manufacturing sector Average weekly hours_smoothed,Nondurable manufacturing sector Labor compensation_smoothed,Nondurable manufacturing sector Output per worker_smoothed,Nondurable manufacturing sector Consumer price deflator_smoothed
2013-01-01,1.51875,8.0,307400.0,16648.189,2.0,4.7,2.7,-5.9,-7.4,-7.7,12.7,0.7,2.2,0.5,-8.3,-3.4,5.4,18.0,2.5,1.7,2.9,5.1,2.1,-5.3,-6.9,-8.0,14.8,1.4,1.8,0.3,-9.3,-3.4,6.5,20.7,3.2,1.7,2.6,5.6,2.9,-2.2,-3.8,-4.7,5.1,-0.6,2.1,0.8,-4.1,0.7,5.0,11.0,3.5,1.7,-1.6,-3.7,19.3,3.9,26.0,4.7,5.2,0.5,-2.6,-4.2,-7.0,2.1,-1.5,-2.1,3.1,1.7,5.1,6.4,1.2,-3.9,-5.5,-8.6,2.3,-1.1,-2.8,4.0,1.7,4.8,4.1,-0.6,-0.2,-1.8,-4.7,1.7,-2.3,-0.8,2.3,1.7,1.51875,0.0,8.0,307400.0,16648.189,2.0,4.7,2.7,-5.9,-7.4,-7.7,12.7,0.7,2.2,0.5,-8.3,-3.4,5.4,18.0,2.5,1.7,2.9,5.1,2.1,-5.3,-6.9,-8.0,14.8,1.4,1.8,0.3,-9.3,-3.4,6.5,20.7,3.2,1.7,2.6,5.6,2.9,-2.2,-3.8,-4.7,5.1,-0.6,2.1,0.8,-4.1,0.7,5.0,11.0,3.5,1.7,-1.6,-3.7,19.3,3.9,26.0,4.7,5.2,0.5,-2.6,-4.2,-7.0,2.1,-1.5,-2.1,3.1,1.7,5.1,6.4,1.2,-3.9,-5.5,-8.6,2.3,-1.1,-2.8,4.0,1.7,4.8,4.1,-0.6,-0.2,-1.8,-4.7,1.7,-2.3,-0.8,2.3,1.7
2013-02-01,1.51875,7.7,307400.0,16648.189,2.0,4.7,2.7,-5.9,-7.4,-7.7,12.7,0.7,2.2,0.5,-8.3,-3.4,5.4,18.0,2.5,1.7,2.9,5.1,2.1,-5.3,-6.9,-8.0,14.8,1.4,1.8,0.3,-9.3,-3.4,6.5,20.7,3.2,1.7,2.6,5.6,2.9,-2.2,-3.8,-4.7,5.1,-0.6,2.1,0.8,-4.1,0.7,5.0,11.0,3.5,1.7,-1.6,-3.7,19.3,3.9,26.0,4.7,5.2,0.5,-2.6,-4.2,-7.0,2.1,-1.5,-2.1,3.1,1.7,5.1,6.4,1.2,-3.9,-5.5,-8.6,2.3,-1.1,-2.8,4.0,1.7,4.8,4.1,-0.6,-0.2,-1.8,-4.7,1.7,-2.3,-0.8,2.3,1.7,1.51875,-2.220446049250313e-16,8.0,307400.0,16648.189,2.0,4.7,2.7,-5.9,-7.400000000000001,-7.7,12.7,0.7,2.2,0.5,-8.3,-3.4000000000000004,5.4,18.0,2.5,1.7000000000000002,2.9,5.1,2.1,-5.300000000000001,-6.9,-8.0,14.800000000000002,1.4,1.8000000000000003,0.3,-9.3,-3.4000000000000004,6.5,20.7,3.2000000000000006,1.7000000000000002,2.6,5.6,2.9,-2.2,-3.8,-4.7,5.1,-0.6,2.1,0.8000000000000002,-4.1,0.7,5.0,11.0,3.5000000000000004,1.7000000000000002,-1.6000000000000003,-3.7000000000000006,19.3,3.9000000000000004,26.0,4.7,5.2,0.5,-2.6,-4.2,-7.000000000000001,2.1,-1.5000000000000002,-2.1,3.1000000000000005,1.7000000000000002,5.1,6.400000000000001,1.2,-3.9000000000000004,-5.5,-8.6,2.3,-1.1,-2.8,4.0,1.7000000000000002,4.8,4.1,-0.6,-0.20000000000000004,-1.8000000000000003,-4.7,1.7000000000000002,-2.3,-0.8000000000000002,2.3,1.7000000000000002
2013-03-01,1.51875,7.5,307400.0,16648.189,2.0,4.7,2.7,-5.9,-7.4,-7.7,12.7,0.7,2.2,0.5,-8.3,-3.4,5.4,18.0,2.5,1.7,2.9,5.1,2.1,-5.3,-6.9,-8.0,14.8,1.4,1.8,0.3,-9.3,-3.4,6.5,20.7,3.2,1.7,2.6,5.6,2.9,-2.2,-3.8,-4.7,5.1,-0.6,2.1,0.8,-4.1,0.7,5.0,11.0,3.5,1.7,-1.6,-3.7,19.3,3.9,26.0,4.7,5.2,0.5,-2.6,-4.2,-7.0,2.1,-1.5,-2.1,3.1,1.7,5.1,6.4,1.2,-3.9,-5.5,-8.6,2.3,-1.1,-2.8,4.0,1.7,4.8,4.1,-0.6,-0.2,-1.8,-4.7,1.7,-2.3,-0.8,2.3,1.7,1.51875,-4.440892098500626e-16,7.94,307400.0,16648.189,2.0,4.7,2.7,-5.9,-7.400000000000002,-7.7,12.7,0.7,2.2,0.5,-8.3,-3.400000000000001,5.4,18.0,2.5,1.7000000000000004,2.9,5.1,2.1,-5.300000000000001,-6.9,-8.0,14.800000000000004,1.4,1.8000000000000005,0.3,-9.3,-3.400000000000001,6.5,20.7,3.2000000000000006,1.7000000000000004,2.6,5.6,2.9,-2.2,-3.8,-4.7,5.1,-0.6,2.1,0.8000000000000002,-4.1,0.7,5.0,11.0,3.500000000000001,1.7000000000000004,-1.6000000000000003,-3.700000000000001,19.3,3.9000000000000004,26.0,4.7,5.2,0.5,-2.6,-4.2,-7.000000000000002,2.1,-1.5000000000000002,-2.1,3.1000000000000005,1.7000000000000004,5.1,6.400000000000001,1.2,-3.9000000000000004,-5.5,-8.6,2.3,-1.1,-2.8,4.0,1.7000000000000004,4.8,4.1,-0.6,-0.20000000000000004,-1.8000000000000005,-4.7,1.7000000000000004,-2.3,-0.8000000000000002,2.3,1.7000000000000004
2013-04-01,1.71579,7.6,320400.0,16728.687,-1.0,0.6,1.6,2.7,3.1,3.7,-2.9,0.8,2.0,-0.3,2.9,4.4,1.4,-2.3,-1.3,-0.4,-0.4,1.4,1.8,2.5,3.0,3.0,-3.0,0.3,1.9,-0.1,2.7,4.4,1.6,-1.7,-0.5,-0.4,1.0,2.5,1.5,2.6,3.0,1.6,-2.2,-0.1,1.9,-0.3,1.7,4.1,2.4,0.3,0.6,-0.4,-0.3,0.9,-5.7,2.2,-3.3,1.6,1.8,0.3,2.5,2.9,0.9,-1.2,1.5,2.8,3.1,-0.4,0.6,2.1,1.5,1.2,1.7,0.6,-0.1,1.6,2.8,2.2,-0.4,3.8,1.9,-1.8,4.8,5.2,0.9,-3.0,1.2,2.8,5.0,-0.4,1.51875,-2.1000000000000005,7.852,307400.0,16648.189,2.0,4.7,2.7,-5.9,-7.400000000000002,-7.7,12.7,0.7,2.2,0.5,-8.3,-3.400000000000001,5.4,18.0,2.5,1.7000000000000004,2.9,5.1,2.1,-5.300000000000001,-6.9,-8.0,14.800000000000004,1.4,1.8000000000000005,0.3,-9.3,-3.400000000000001,6.5,20.7,3.2000000000000006,1.7000000000000004,2.6,5.6,2.9,-2.2,-3.8,-4.7,5.1,-0.6,2.1,0.8000000000000002,-4.1,0.7,5.0,11.0,3.500000000000001,1.7000000000000004,-1.6000000000000003,-3.700000000000001,19.3,3.9000000000000004,26.0,4.7,5.2,0.5,-2.6,-4.2,-7.000000000000002,2.1,-1.5000000000000002,-2.1,3.1000000000000005,1.7000000000000004,5.1,6.400000000000001,1.2,-3.9000000000000004,-5.5,-8.6,2.3,-1.1,-2.8,4.0,1.7000000000000004,4.8,4.1,-0.6,-0.20000000000000004,-1.8000000000000005,-4.7,1.7000000000000004,-2.3,-0.8000000000000002,2.3,1.7000000000000004
2013-05-01,1.71579,7.5,320400.0,16728.687,-1.0,0.6,1.6,2.7,3.1,3.7,-2.9,0.8,2.0,-0.3,2.9,4.4,1.4,-2.3,-1.3,-0.4,-0.4,1.4,1.8,2.5,3.0,3.0,-3.0,0.3,1.9,-0.1,2.7,4.4,1.6,-1.7,-0.5,-0.4,1.0,2.5,1.5,2.6,3.0,1.6,-2.2,-0.1,1.9,-0.3,1.7,4.1,2.4,0.3,0.6,-0.4,-0.3,0.9,-5.7,2.2,-3.3,1.6,1.8,0.3,2.5,2.9,0.9,-1.2,1.5,2.8,3.1,-0.4,0.6,2.1,1.5,1.2,1.7,0.6,-0.1,1.6,2.8,2.2,-0.4,3.8,1.9,-1.8,4.8,5.2,0.9,-3.0,1.2,2.8,5.0,-0.4,1.5581580000000002,-1.6800000000000002,7.8016000000000005,310000.0,16664.2886,1.4000000000000001,3.8800000000000003,2.4800000000000004,-4.180000000000001,-5.300000000000002,-5.42,9.58,0.72,2.16,0.34,-6.0600000000000005,-1.8400000000000005,4.6000000000000005,13.940000000000001,1.74,1.2800000000000002,2.2399999999999998,4.36,2.04,-3.740000000000001,-4.92,-5.800000000000001,11.240000000000004,1.18,1.8200000000000003,0.21999999999999997,-6.900000000000001,-1.8400000000000005,5.5200000000000005,16.22,2.4600000000000004,1.2800000000000002,2.2800000000000002,4.9799999999999995,2.62,-1.2400000000000002,-2.44,-3.4400000000000004,3.64,-0.5,2.06,0.5800000000000001,-2.94,1.38,4.48,8.860000000000001,2.920000000000001,1.2800000000000002,-1.3400000000000003,-2.7800000000000007,14.3,3.5600000000000005,20.14,4.08,4.5200000000000005,0.46,-1.58,-2.7800000000000002,-5.420000000000002,1.4400000000000002,-0.9000000000000001,-1.12,3.1000000000000005,1.2800000000000002,4.2,5.540000000000001,1.26,-2.880000000000001,-4.0600000000000005,-6.76,1.8199999999999998,-0.56,-1.6799999999999997,3.64,1.2800000000000002,4.6,3.6599999999999997,-0.8400000000000001,0.7999999999999999,-0.40000000000000036,-3.58,0.7600000000000002,-1.5999999999999999,-0.08000000000000018,2.84,1.2800000000000002
2013-06-01,1.71579,7.5,320400.0,16728.687,-1.0,0.6,1.6,2.7,3.1,3.7,-2.9,0.8,2.0,-0.3,2.9,4.4,1.4,-2.3,-1.3,-0.4,-0.4,1.4,1.8,2.5,3.0,3.0,-3.0,0.3,1.9,-0.1,2.7,4.4,1.6,-1.7,-0.5,-0.4,1.0,2.5,1.5,2.6,3.0,1.6,-2.2,-0.1,1.9,-0.3,1.7,4.1,2.4,0.3,0.6,-0.4,-0.3,0.9,-5.7,2.2,-3.3,1.6,1.8,0.3,2.5,2.9,0.9,-1.2,1.5,2.8,3.1,-0.4,0.6,2.1,1.5,1.2,1.7,0.6,-0.1,1.6,2.8,2.2,-0.4,3.8,1.9,-1.8,4.8,5.2,0.9,-3.0,1.2,2.8,5.0,-0.4,1.5896844000000003,-1.3440000000000003,7.741280000000001,312080.0,16677.16828,0.9200000000000002,3.2240000000000006,2.3040000000000003,-2.8040000000000007,-3.620000000000001,-3.596,7.0840000000000005,0.736,2.128,0.21200000000000002,-4.268000000000001,-0.5920000000000003,3.9600000000000004,10.692,1.1320000000000001,0.9440000000000002,1.7119999999999997,3.7680000000000002,1.9920000000000002,-2.492000000000001,-3.336,-4.040000000000001,8.392000000000003,1.004,1.8360000000000003,0.15599999999999997,-4.980000000000001,-0.5920000000000003,4.736000000000001,12.636,1.8680000000000003,0.9440000000000002,2.0240000000000005,4.484,2.396,-0.4720000000000002,-1.3519999999999999,-2.4320000000000004,2.4720000000000004,-0.42000000000000004,2.028,0.4040000000000001,-2.012,1.924,4.064,7.148000000000001,2.456000000000001,0.9440000000000002,-1.1320000000000003,-2.0440000000000005,10.3,3.2880000000000007,15.452000000000002,3.5840000000000005,3.9760000000000004,0.42800000000000005,-0.7640000000000002,-1.6440000000000001,-4.1560000000000015,0.9120000000000001,-0.42000000000000015,-0.3360000000000002,3.1000000000000005,0.9440000000000002,3.4800000000000004,4.852000000000001,1.308,-2.064000000000001,-2.908000000000001,-5.288,1.436,-0.128,-0.7839999999999999,3.3520000000000003,0.9440000000000002,4.4399999999999995,3.308,-1.0320000000000003,1.6,0.7199999999999998,-2.684,0.008000000000000118,-1.04,0.4959999999999998,3.272,0.9440000000000002
2013-07-01,1.09473,7.3,324400.0,16953.838,2.9,4.5,1.6,-0.9,-3.1,-3.7,9.7,2.0,1.9,-0.3,-5.6,0.7,6.7,14.7,2.6,2.3,2.7,4.6,1.8,-1.1,-3.3,-3.7,9.1,1.8,2.0,-0.2,-5.4,0.7,6.4,14.1,2.5,2.3,-4.3,-2.5,1.9,-0.2,-2.4,4.3,2.3,3.5,2.0,0.0,0.8,1.7,0.9,-0.2,-4.4,2.3,5.6,4.7,-3.6,3.0,-6.0,-0.4,0.9,1.3,0.1,-2.1,0.5,0.4,1.0,1.4,0.6,2.3,0.2,1.9,1.7,0.8,-1.5,0.5,0.4,1.3,2.5,1.5,2.3,-0.2,0.4,0.7,-1.2,-3.3,-0.9,0.3,0.4,-0.5,0.2,2.3,1.6149055200000004,1.6247999999999996,7.693024000000001,313744.0,16687.472024000002,0.5360000000000003,2.6992000000000007,2.1632000000000007,-1.7032000000000007,-2.2760000000000007,-2.1368,5.087200000000001,0.7488,2.1024000000000003,0.10960000000000003,-2.8344000000000005,0.4063999999999999,3.4480000000000004,8.093600000000002,0.6456000000000002,0.6752000000000002,1.2895999999999999,3.2944,1.9536000000000004,-1.4936000000000007,-2.0688,-2.632000000000001,6.1136000000000035,0.8632,1.8488000000000002,0.10479999999999998,-3.4440000000000013,0.4063999999999999,4.1088000000000005,9.7688,1.3944000000000003,0.6752000000000002,1.8192000000000004,4.0872,2.2168,0.14239999999999986,-0.4815999999999998,-1.6256000000000004,1.5376000000000003,-0.3560000000000001,2.0024,0.2632000000000001,-1.2696,2.3592,3.7312000000000003,5.7784,2.084800000000001,0.6752000000000002,-0.9656000000000002,-1.4552000000000005,7.1,3.0704000000000007,11.701600000000003,3.1872000000000007,3.5408000000000004,0.40240000000000004,-0.11120000000000019,-0.7352000000000002,-3.1448000000000014,0.48960000000000015,-0.03600000000000009,0.2911999999999998,3.1000000000000005,0.6752000000000002,2.904000000000001,4.301600000000001,1.3464,-1.411200000000001,-1.9864000000000008,-4.1104,1.1288,0.21760000000000007,-0.06720000000000004,3.1216000000000004,0.6752000000000002,4.311999999999999,3.0263999999999998,-1.1856000000000002,2.24,1.6159999999999999,-1.9672000000000003,-0.5936,-0.5920000000000001,0.9567999999999998,3.6176,0.6752000000000002
2013-08-01,1.09473,7.2,324400.0,16953.838,2.9,4.5,1.6,-0.9,-3.1,-3.7,9.7,2.0,1.9,-0.3,-5.6,0.7,6.7,14.7,2.6,2.3,2.7,4.6,1.8,-1.1,-3.3,-3.7,9.1,1.8,2.0,-0.2,-5.4,0.7,6.4,14.1,2.5,2.3,-4.3,-2.5,1.9,-0.2,-2.4,4.3,2.3,3.5,2.0,0.0,0.8,1.7,0.9,-0.2,-4.4,2.3,5.6,4.7,-3.6,3.0,-6.0,-0.4,0.9,1.3,0.1,-2.1,0.5,0.4,1.0,1.4,0.6,2.3,0.2,1.9,1.7,0.8,-1.5,0.5,0.4,1.3,2.5,1.5,2.3,-0.2,0.4,0.7,-1.2,-3.3,-0.9,0.3,0.4,-0.5,0.2,2.3,1.5108704160000006,1.2998399999999997,7.614419200000001,315875.2,16740.745219200002,1.0088000000000001,3.0593600000000007,2.050560000000001,-1.5425600000000006,-2.4408000000000007,-2.44944,6.009760000000002,0.99904,2.06192,0.027680000000000038,-3.3875200000000003,0.46511999999999987,4.098400000000001,9.414880000000002,1.03648,1.0001600000000002,1.57168,3.55552,1.9228800000000006,-1.4148800000000006,-2.31504,-2.845600000000001,6.710880000000003,1.0505600000000002,1.8790400000000003,0.043839999999999976,-3.8352000000000013,0.46511999999999987,4.56704,10.63504,1.6155200000000003,1.0001600000000002,0.5953600000000004,2.76976,2.1534400000000002,0.07391999999999989,-0.8652799999999998,-0.4404800000000003,1.6900800000000002,0.41519999999999996,2.00192,0.21056000000000008,-0.8556800000000001,2.22736,3.1649600000000007,4.58272,0.7878400000000008,1.0001600000000002,0.3475199999999996,-0.22416000000000047,4.96,3.056320000000001,8.161280000000001,2.469760000000001,3.0126400000000007,0.58192,-0.06896000000000015,-1.0081600000000002,-2.415840000000001,0.47168000000000015,0.17119999999999994,0.5129599999999999,2.6000000000000005,1.0001600000000002,2.363200000000001,3.821280000000001,1.4171200000000002,-0.9689600000000008,-1.8891200000000008,-3.1883200000000005,0.9830400000000001,0.4340800000000001,0.44623999999999997,2.7972800000000007,1.0001600000000002,3.4095999999999997,2.5011200000000002,-0.8084800000000002,1.5520000000000003,0.6327999999999999,-1.7537600000000002,-0.41488,-0.39360000000000006,0.6654399999999999,2.9340800000000002,1.0001600000000002
2013-09-01,1.09473,7.2,324400.0,16953.838,2.9,4.5,1.6,-0.9,-3.1,-3.7,9.7,2.0,1.9,-0.3,-5.6,0.7,6.7,14.7,2.6,2.3,2.7,4.6,1.8,-1.1,-3.3,-3.7,9.1,1.8,2.0,-0.2,-5.4,0.7,6.4,14.1,2.5,2.3,-4.3,-2.5,1.9,-0.2,-2.4,4.3,2.3,3.5,2.0,0.0,0.8,1.7,0.9,-0.2,-4.4,2.3,5.6,4.7,-3.6,3.0,-6.0,-0.4,0.9,1.3,0.1,-2.1,0.5,0.4,1.0,1.4,0.6,2.3,0.2,1.9,1.7,0.8,-1.5,0.5,0.4,1.3,2.5,1.5,2.3,-0.2,0.4,0.7,-1.2,-3.3,-0.9,0.3,0.4,-0.5,0.2,2.3,1.4276423328000007,1.0398719999999997,7.531535360000002,317580.16000000003,16783.36377536,1.3870400000000003,3.3474880000000007,1.9604480000000009,-1.4140480000000004,-2.5726400000000007,-2.699552,6.747808000000001,1.199232,2.0295360000000002,-0.037855999999999966,-3.8300160000000005,0.5120959999999999,4.618720000000001,10.471904000000002,1.3491840000000002,1.2601280000000001,1.797344,3.764416,1.8983040000000007,-1.3519040000000004,-2.5120320000000005,-3.016480000000001,7.188704000000003,1.2004480000000002,1.9032320000000005,-0.004928000000000023,-4.148160000000001,0.5120959999999999,4.933632000000001,11.328032,1.7924160000000002,1.2601280000000001,-0.3837119999999996,1.7158080000000004,2.102752,0.019135999999999903,-1.172224,0.5076159999999997,1.8120640000000003,1.0321600000000002,2.001536,0.16844800000000007,-0.5245440000000001,2.121888,2.711968000000001,3.626176,-0.2497279999999995,1.2601280000000001,1.3980159999999997,0.7606719999999997,3.2479999999999998,3.045056000000001,5.329024000000001,1.8958080000000006,2.590112000000001,0.725536,-0.035168000000000116,-1.226528,-1.832672000000001,0.45734400000000014,0.3369599999999999,0.6903679999999999,2.2000000000000006,1.2601280000000001,1.9305600000000007,3.437024000000001,1.4736960000000003,-0.6151680000000007,-1.8112960000000007,-2.4506560000000004,0.8664320000000001,0.607264,0.856992,2.5378240000000005,1.2601280000000001,2.68768,2.0808960000000005,-0.5067840000000002,1.0016000000000003,-0.15376000000000012,-1.5830080000000002,-0.27190400000000003,-0.23488000000000003,0.43235199999999996,2.3872640000000005,1.2601280000000001
2013-10-01,1.51284,7.2,334400.0,17192.019,3.9,5.1,1.1,3.3,1.7,-0.6,6.2,2.4,1.9,-0.7,-2.9,4.4,7.6,11.6,3.2,1.5,3.6,4.9,1.3,3.0,1.5,-0.5,4.5,1.7,1.9,-0.7,-2.2,4.3,6.6,9.5,2.9,1.5,0.6,2.1,1.4,3.8,2.2,3.1,1.8,2.5,2.3,-0.8,0.6,5.3,4.7,3.9,-0.2,1.5,4.3,3.5,-3.1,6.5,-1.1,1.4,2.4,1.0,2.3,0.8,0.9,1.6,-0.7,3.3,0.7,1.5,3.9,5.2,1.2,-0.2,-1.7,-3.9,0.9,0.3,1.0,4.2,1.5,-0.2,0.3,0.5,7.1,5.5,7.4,2.9,-2.3,7.7,-2.6,1.5,1.3610598662400006,0.03189759999999997,7.465228288000002,318944.128,16817.458620288002,1.689632,3.5779904000000005,1.8883584000000009,-1.3112384000000004,-2.678112000000001,-2.8996416000000003,7.338246400000001,1.3593856,2.0036288000000004,-0.09028479999999997,-4.1840128000000005,0.5496768,5.034976,11.317523200000002,1.5993472000000002,1.4681024,1.9778752000000002,3.9315328000000003,1.8786432000000006,-1.3015232000000003,-2.6696256000000007,-3.1531840000000013,7.570963200000003,1.3203584000000002,1.9225856000000006,-0.04394240000000003,-4.398528000000001,0.5496768,5.226905600000001,11.882425600000001,1.9339328000000002,1.4681024,-1.1669695999999998,0.8726464000000005,2.0622016000000003,-0.024691200000000087,-1.4177792,1.2660927999999998,1.9096512000000003,1.5257280000000004,2.0012288000000003,0.13475840000000006,-0.25963520000000007,2.0375104000000004,2.349574400000001,2.8609408000000003,-1.0797823999999998,1.4681024,2.2384128,1.5485376,1.8783999999999996,3.0360448000000013,3.0632192000000007,1.4366464000000005,2.252089600000001,0.8404288,-0.00813440000000009,-1.4012224,-1.3661376000000007,0.44587520000000014,0.469568,0.8322943999999999,1.8800000000000008,1.4681024,1.5844480000000007,3.129619200000001,1.5189568000000004,-0.33213440000000055,-1.7490368000000007,-1.8605248000000003,0.7731456000000001,0.7458112000000001,1.1855936,2.3302592000000004,1.4681024,2.110144,1.7447168000000006,-0.2654272000000002,0.5612800000000002,-0.7830080000000001,-1.4464064,-0.15752320000000003,-0.10790400000000003,0.2458816,1.9498112000000005,1.4681024
