Date,CPIAUCSL_PC1,UNRATE,ASPUS,GDP,Nonfarm business sector Labor productivity,Nonfarm business sector Real value-added output,Nonfarm business sector Hours worked,Nonfarm business sector Hourly compensation,Nonfarm business sector Real hourly compensation,Nonfarm business sector Unit labor costs,Nonfarm business sector Unit nonlabor payments,Nonfarm business sector Value-added output price deflator,Nonfarm business sector Employment,Nonfarm business sector Average weekly hours,Nonfarm business sector Labor share,Nonfarm business sector Labor compensation,Nonfarm business sector Value-added output,Nonfarm business sector Nonlabor payments,Nonfarm business sector Output per worker,Nonfarm business sector Consumer price deflator,Business sector Labor productivity,Business sector Real value-added output,Business sector Hours worked,Business sector Hourly compensation,Business sector Real hourly compensation,Business sector Unit labor costs,Business sector Unit nonlabor payments,Business sector Value-added output price deflator,Business sector Employment,Business sector Average weekly hours,Business sector Labor share,Business sector Labor compensation,Business sector Value-added output,Business sector Nonlabor payments,Business sector Output per worker,Business sector Consumer price deflator,Nonfinancial corporate sector Labor productivity,Nonfinancial corporate sector Real value-added output,Nonfinancial corporate sector Hours worked,Nonfinancial corporate sector Hourly compensation,Nonfinancial corporate sector Real hourly compensation,Nonfinancial corporate sector Unit labor costs,Nonfinancial corporate sector Unit nonlabor payments,Nonfinancial corporate sector Value-added output price deflator,Nonfinancial corporate sector Employment,Nonfinancial corporate sector Average weekly hours,Nonfinancial corporate sector Labor share,Nonfinancial corporate sector Labor compensation,Nonfinancial corporate sector Value-added output,Nonfinancial corporate sector Nonlabor payments,Nonfinancial corporate sector Output per worker,Nonfinancial corporate sector Consumer price deflator,Nonfinancial corporate sector Unit nonlabor costs,Nonfinancial corporate sector Unit combined input costs,Nonfinancial corporate sector Unit profits,Nonfinancial corporate sector Nonlabor costs,Nonfinancial corporate sector Profits,Manufacturing sector Labor productivity,Manufacturing sector Real sectoral output,Manufacturing sector Hours worked,Manufacturing sector Hourly compensation,Manufacturing sector Real hourly compensation,Manufacturing sector Unit labor costs,Manufacturing sector Employment,Manufacturing sector Average weekly hours,Manufacturing sector Labor compensation,Manufacturing sector Output per worker,Manufacturing sector Consumer price deflator,Durable manufacturing sector Labor productivity,Durable manufacturing sector Real sectoral output,Durable manufacturing sector Hours worked,Durable manufacturing sector Hourly compensation,Durable manufacturing sector Real hourly compensation,Durable manufacturing sector Unit labor costs,Durable manufacturing sector Employment,Durable manufacturing sector Average weekly hours,Durable manufacturing sector Labor compensation,Durable manufacturing sector Output per worker,Durable manufacturing sector Consumer price deflator,Nondurable manufacturing sector Labor productivity,Nondurable manufacturing sector Real sectoral output,Nondurable manufacturing sector Hours worked,Nondurable manufacturing sector Hourly compensation,Nondurable manufacturing sector Real hourly compensation,Nondurable manufacturing sector Unit labor costs,Nondurable manufacturing sector Employment,Nondurable manufacturing sector Average weekly hours,Nondurable manufacturing sector Labor compensation,Nondurable manufacturing sector Output per worker,Nondurable manufacturing sector Consumer price deflator
2018-05-01,2.80755,3.8,378400.0,20580.912,0.1,2.0,2.0,2.1,-0.1,2.1,4.3,3.0,1.9,0.1,-0.9,4.1,5.1,6.4,0.1,2.2,0.4,2.2,1.8,2.1,0.0,1.7,4.4,2.9,1.8,0.0,-1.2,4.0,5.2,6.7,0.4,2.2,-1.0,1.2,2.2,1.5,-0.7,2.5,8.8,5.1,2.3,-0.1,-2.4,3.7,6.3,10.1,-1.1,2.2,3.2,2.8,21.8,4.4,23.2,3.1,3.6,0.5,-2.2,-4.3,-5.1,0.8,-0.3,-1.8,2.8,2.2,1.6,3.1,1.5,-1.7,-3.8,-3.3,2.6,-1.1,-0.3,0.5,2.2,4.9,3.7,-1.2,-3.6,-5.6,-8.0,-2.2,1.1,-4.7,6.0,2.2
2018-06-01,2.80755,4.0,378400.0,20580.912,0.1,2.0,2.0,2.1,-0.1,2.1,4.3,3.0,1.9,0.1,-0.9,4.1,5.1,6.4,0.1,2.2,0.4,2.2,1.8,2.1,0.0,1.7,4.4,2.9,1.8,0.0,-1.2,4.0,5.2,6.7,0.4,2.2,-1.0,1.2,2.2,1.5,-0.7,2.5,8.8,5.1,2.3,-0.1,-2.4,3.7,6.3,10.1,-1.1,2.2,3.2,2.8,21.8,4.4,23.2,3.1,3.6,0.5,-2.2,-4.3,-5.1,0.8,-0.3,-1.8,2.8,2.2,1.6,3.1,1.5,-1.7,-3.8,-3.3,2.6,-1.1,-0.3,0.5,2.2,4.9,3.7,-1.2,-3.6,-5.6,-8.0,-2.2,1.1,-4.7,6.0,2.2
2018-07-01,2.33206,3.8,392900.0,20798.73,1.2,3.0,1.8,4.0,2.2,2.8,0.3,1.7,1.3,0.5,1.1,5.8,4.7,3.2,1.7,1.7,0.7,2.9,2.1,3.5,1.7,2.8,-0.3,1.4,1.5,0.6,1.3,5.7,4.3,2.6,1.3,1.7,4.2,6.5,2.2,3.8,2.0,-0.4,-0.8,-0.6,1.9,0.3,0.2,6.1,5.9,5.6,4.5,1.7,-1.5,-0.8,0.7,4.9,7.2,-1.2,2.1,3.3,2.4,0.6,3.6,1.1,2.2,5.8,1.0,1.7,-3.3,0.1,3.5,1.7,-0.1,5.2,1.4,2.1,5.3,-1.3,1.7,1.0,4.0,3.1,3.6,1.9,2.7,0.5,2.5,6.8,3.5,1.7
2018-08-01,2.33206,3.8,392900.0,20798.73,1.2,3.0,1.8,4.0,2.2,2.8,0.3,1.7,1.3,0.5,1.1,5.8,4.7,3.2,1.7,1.7,0.7,2.9,2.1,3.5,1.7,2.8,-0.3,1.4,1.5,0.6,1.3,5.7,4.3,2.6,1.3,1.7,4.2,6.5,2.2,3.8,2.0,-0.4,-0.8,-0.6,1.9,0.3,0.2,6.1,5.9,5.6,4.5,1.7,-1.5,-0.8,0.7,4.9,7.2,-1.2,2.1,3.3,2.4,0.6,3.6,1.1,2.2,5.8,1.0,1.7,-3.3,0.1,3.5,1.7,-0.1,5.2,1.4,2.1,5.3,-1.3,1.7,1.0,4.0,3.1,3.6,1.9,2.7,0.5,2.5,6.8,3.5,1.7
2018-09-01,2.33206,3.7,392900.0,20798.73,1.2,3.0,1.8,4.0,2.2,2.8,0.3,1.7,1.3,0.5,1.1,5.8,4.7,3.2,1.7,1.7,0.7,2.9,2.1,3.5,1.7,2.8,-0.3,1.4,1.5,0.6,1.3,5.7,4.3,2.6,1.3,1.7,4.2,6.5,2.2,3.8,2.0,-0.4,-0.8,-0.6,1.9,0.3,0.2,6.1,5.9,5.6,4.5,1.7,-1.5,-0.8,0.7,4.9,7.2,-1.2,2.1,3.3,2.4,0.6,3.6,1.1,2.2,5.8,1.0,1.7,-3.3,0.1,3.5,1.7,-0.1,5.2,1.4,2.1,5.3,-1.3,1.7,1.0,4.0,3.1,3.6,1.9,2.7,0.5,2.5,6.8,3.5,1.7
2018-10-01,2.00238,3.8,384000.0,20917.867,-0.7,0.5,1.3,1.3,-0.3,2.1,0.3,1.3,1.6,-0.4,0.7,2.6,1.9,0.9,-1.1,1.6,-0.4,0.6,1.0,1.5,-0.1,1.9,0.5,1.3,1.8,-0.8,0.6,2.5,1.9,1.1,-1.3,1.6,3.5,4.2,0.6,3.2,1.6,-0.3,-0.4,-0.3,1.4,-0.8,0.0,3.9,3.8,3.8,2.7,1.6,1.9,0.4,-5.0,6.2,-1.0,-2.3,-1.6,0.7,2.9,1.3,5.3,3.1,-2.3,3.6,-4.5,1.6,-1.3,-1.3,0.0,3.5,1.9,4.9,3.5,-3.4,3.5,-4.6,1.6,-3.9,-2.1,1.9,1.9,0.3,6.0,2.4,-0.5,3.9,-4.4,1.6
2018-11-01,2.00238,3.8,384000.0,20917.867,-0.7,0.5,1.3,1.3,-0.3,2.1,0.3,1.3,1.6,-0.4,0.7,2.6,1.9,0.9,-1.1,1.6,-0.4,0.6,1.0,1.5,-0.1,1.9,0.5,1.3,1.8,-0.8,0.6,2.5,1.9,1.1,-1.3,1.6,3.5,4.2,0.6,3.2,1.6,-0.3,-0.4,-0.3,1.4,-0.8,0.0,3.9,3.8,3.8,2.7,1.6,1.9,0.4,-5.0,6.2,-1.0,-2.3,-1.6,0.7,2.9,1.3,5.3,3.1,-2.3,3.6,-4.5,1.6,-1.3,-1.3,0.0,3.5,1.9,4.9,3.5,-3.4,3.5,-4.6,1.6,-3.9,-2.1,1.9,1.9,0.3,6.0,2.4,-0.5,3.9,-4.4,1.6
2018-12-01,2.00238,3.9,384000.0,20917.867,-0.7,0.5,1.3,1.3,-0.3,2.1,0.3,1.3,1.6,-0.4,0.7,2.6,1.9,0.9,-1.1,1.6,-0.4,0.6,1.0,1.5,-0.1,1.9,0.5,1.3,1.8,-0.8,0.6,2.5,1.9,1.1,-1.3,1.6,3.5,4.2,0.6,3.2,1.6,-0.3,-0.4,-0.3,1.4,-0.8,0.0,3.9,3.8,3.8,2.7,1.6,1.9,0.4,-5.0,6.2,-1.0,-2.3,-1.6,0.7,2.9,1.3,5.3,3.1,-2.3,3.6,-4.5,1.6,-1.3,-1.3,0.0,3.5,1.9,4.9,3.5,-3.4,3.5,-4.6,1.6,-3.9,-2.1,1.9,1.9,0.3,6.0,2.4,-0.5,3.9,-4.4,1.6
2019-01-01,1.88319,4.0,375500.0,21111.6,3.4,3.5,0.1,9.8,8.7,6.2,-5.8,0.8,1.1,-0.9,5.3,9.9,4.4,-2.4,2.4,1.0,3.2,3.2,0.1,9.9,8.8,6.5,-6.2,0.8,0.8,-0.8,5.7,9.9,4.0,-3.2,2.4,1.0,1.1,1.9,0.7,8.2,7.2,7.0,-3.4,2.6,1.1,-0.3,4.3,9.0,4.5,-1.6,0.8,1.0,5.4,6.4,-20.1,7.4,-18.6,-3.4,-5.0,-1.6,5.8,4.8,9.6,0.6,-2.2,4.1,-5.5,1.0,-7.3,-8.1,-0.9,5.1,4.1,13.4,1.3,-2.1,4.2,-9.3,1.0,1.5,-1.5,-3.0,7.0,6.0,5.5,-0.7,-2.3,3.8,-0.8,1.0
2019-02-01,1.88319,3.8,375500.0,21111.6,3.4,3.5,0.1,9.8,8.7,6.2,-5.8,0.8,1.1,-0.9,5.3,9.9,4.4,-2.4,2.4,1.0,3.2,3.2,0.1,9.9,8.8,6.5,-6.2,0.8,0.8,-0.8,5.7,9.9,4.0,-3.2,2.4,1.0,1.1,1.9,0.7,8.2,7.2,7.0,-3.4,2.6,1.1,-0.3,4.3,9.0,4.5,-1.6,0.8,1.0,5.4,6.4,-20.1,7.4,-18.6,-3.4,-5.0,-1.6,5.8,4.8,9.6,0.6,-2.2,4.1,-5.5,1.0,-7.3,-8.1,-0.9,5.1,4.1,13.4,1.3,-2.1,4.2,-9.3,1.0,1.5,-1.5,-3.0,7.0,6.0,5.5,-0.7,-2.3,3.8,-0.8,1.0
2019-03-01,1.88319,3.8,375500.0,21111.6,3.4,3.5,0.1,9.8,8.7,6.2,-5.8,0.8,1.1,-0.9,5.3,9.9,4.4,-2.4,2.4,1.0,3.2,3.2,0.1,9.9,8.8,6.5,-6.2,0.8,0.8,-0.8,5.7,9.9,4.0,-3.2,2.4,1.0,1.1,1.9,0.7,8.2,7.2,7.0,-3.4,2.6,1.1,-0.3,4.3,9.0,4.5,-1.6,0.8,1.0,5.4,6.4,-20.1,7.4,-18.6,-3.4,-5.0,-1.6,5.8,4.8,9.6,0.6,-2.2,4.1,-5.5,1.0,-7.3,-8.1,-0.9,5.1,4.1,13.4,1.3,-2.1,4.2,-9.3,1.0,1.5,-1.5,-3.0,7.0,6.0,5.5,-0.7,-2.3,3.8,-0.8,1.0
2019-04-01,1.67119,3.7,376700.0,21397.938,2.5,3.8,1.3,0.0,-2.9,-2.4,8.9,2.3,1.0,0.3,-4.6,1.3,6.2,13.1,2.7,3.0,2.5,3.7,1.1,0.2,-2.7,-2.3,8.8,2.4,0.9,0.3,-4.5,1.3,6.2,12.8,2.8,3.0,-1.7,-0.2,1.5,1.1,-1.9,2.8,4.4,3.5,1.3,0.2,-0.6,2.7,3.3,4.2,-1.5,3.0,3.1,2.9,7.4,2.9,7.2,-3.9,-3.7,0.2,-0.2,-3.1,3.9,-1.1,1.3,0.1,-2.6,3.0,-4.3,-3.8,0.5,-2.1,-5.0,2.2,-0.7,1.2,-1.6,-3.1,3.0,-2.9,-3.1,-0.2,3.7,0.7,6.8,-1.7,1.5,3.5,-1.4,3.0
2019-05-01,1.67119,3.6,376700.0,21397.938,2.5,3.8,1.3,0.0,-2.9,-2.4,8.9,2.3,1.0,0.3,-4.6,1.3,6.2,13.1,2.7,3.0,2.5,3.7,1.1,0.2,-2.7,-2.3,8.8,2.4,0.9,0.3,-4.5,1.3,6.2,12.8,2.8,3.0,-1.7,-0.2,1.5,1.1,-1.9,2.8,4.4,3.5,1.3,0.2,-0.6,2.7,3.3,4.2,-1.5,3.0,3.1,2.9,7.4,2.9,7.2,-3.9,-3.7,0.2,-0.2,-3.1,3.9,-1.1,1.3,0.1,-2.6,3.0,-4.3,-3.8,0.5,-2.1,-5.0,2.2,-0.7,1.2,-1.6,-3.1,3.0,-2.9,-3.1,-0.2,3.7,0.7,6.8,-1.7,1.5,3.5,-1.4,3.0
2019-06-01,1.67119,3.6,376700.0,21397.938,2.5,3.8,1.3,0.0,-2.9,-2.4,8.9,2.3,1.0,0.3,-4.6,1.3,6.2,13.1,2.7,3.0,2.5,3.7,1.1,0.2,-2.7,-2.3,8.8,2.4,0.9,0.3,-4.5,1.3,6.2,12.8,2.8,3.0,-1.7,-0.2,1.5,1.1,-1.9,2.8,4.4,3.5,1.3,0.2,-0.6,2.7,3.3,4.2,-1.5,3.0,3.1,2.9,7.4,2.9,7.2,-3.9,-3.7,0.2,-0.2,-3.1,3.9,-1.1,1.3,0.1,-2.6,3.0,-4.3,-3.8,0.5,-2.1,-5.0,2.2,-0.7,1.2,-1.6,-3.1,3.0,-2.9,-3.1,-0.2,3.7,0.7,6.8,-1.7,1.5,3.5,-1.4,3.0
2019-07-01,1.6845,3.7,382700.0,21717.171,4.6,5.8,1.1,0.2,-1.2,-4.2,7.0,0.6,1.4,-0.3,-4.7,1.3,6.4,13.2,4.3,1.4,4.2,5.7,1.4,0.1,-1.3,-4.0,7.1,0.7,1.5,-0.1,-4.7,1.4,6.4,13.2,4.1,1.4,3.0,3.9,0.9,0.7,-0.7,-2.3,7.0,1.4,1.3,-0.4,-3.7,1.6,5.4,11.2,2.6,1.4,1.9,-0.9,19.0,5.9,23.7,-2.3,-1.5,0.9,-1.5,-2.8,0.9,2.5,-1.6,-0.6,-3.9,1.4,-2.3,-1.9,0.5,-3.1,-4.4,-0.8,1.3,-0.8,-2.6,-3.1,1.4,-1.6,-0.1,1.6,1.8,0.4,3.5,4.4,-2.8,3.4,-4.3,1.4
2019-08-01,1.6845,3.6,382700.0,21717.171,4.6,5.8,1.1,0.2,-1.2,-4.2,7.0,0.6,1.4,-0.3,-4.7,1.3,6.4,13.2,4.3,1.4,4.2,5.7,1.4,0.1,-1.3,-4.0,7.1,0.7,1.5,-0.1,-4.7,1.4,6.4,13.2,4.1,1.4,3.0,3.9,0.9,0.7,-0.7,-2.3,7.0,1.4,1.3,-0.4,-3.7,1.6,5.4,11.2,2.6,1.4,1.9,-0.9,19.0,5.9,23.7,-2.3,-1.5,0.9,-1.5,-2.8,0.9,2.5,-1.6,-0.6,-3.9,1.4,-2.3,-1.9,0.5,-3.1,-4.4,-0.8,1.3,-0.8,-2.6,-3.1,1.4,-1.6,-0.1,1.6,1.8,0.4,3.5,4.4,-2.8,3.4,-4.3,1.4
2019-09-01,1.6845,3.5,382700.0,21717.171,4.6,5.8,1.1,0.2,-1.2,-4.2,7.0,0.6,1.4,-0.3,-4.7,1.3,6.4,13.2,4.3,1.4,4.2,5.7,1.4,0.1,-1.3,-4.0,7.1,0.7,1.5,-0.1,-4.7,1.4,6.4,13.2,4.1,1.4,3.0,3.9,0.9,0.7,-0.7,-2.3,7.0,1.4,1.3,-0.4,-3.7,1.6,5.4,11.2,2.6,1.4,1.9,-0.9,19.0,5.9,23.7,-2.3,-1.5,0.9,-1.5,-2.8,0.9,2.5,-1.6,-0.6,-3.9,1.4,-2.3,-1.9,0.5,-3.1,-4.4,-0.8,1.3,-0.8,-2.6,-3.1,1.4,-1.6,-0.1,1.6,1.8,0.4,3.5,4.4,-2.8,3.4,-4.3,1.4
2019-10-01,2.31953,3.6,384600.0,21933.217,3.8,2.8,-0.9,7.1,4.1,3.2,-2.7,0.5,1.0,-2.0,2.6,6.1,3.4,0.0,1.8,2.9,3.7,2.8,-0.8,7.0,4.0,3.2,-2.5,0.6,1.1,-1.9,2.5,6.1,3.5,0.2,1.7,2.9,2.6,1.4,-1.2,5.9,3.0,3.2,0.0,1.9,1.2,-2.3,1.3,4.7,3.3,1.5,0.2,2.9,-4.1,0.8,9.4,-2.8,11.0,-0.5,-2.8,-2.4,9.1,6.1,9.7,-0.6,-1.8,6.6,-2.3,2.9,1.5,-1.9,-3.3,11.1,8.0,9.5,-2.0,-1.3,7.5,0.1,2.9,-1.7,-2.4,-0.7,5.6,2.7,7.4,1.9,-2.6,4.8,-4.2,2.9
2019-11-01,2.31953,3.6,384600.0,21933.217,3.8,2.8,-0.9,7.1,4.1,3.2,-2.7,0.5,1.0,-2.0,2.6,6.1,3.4,0.0,1.8,2.9,3.7,2.8,-0.8,7.0,4.0,3.2,-2.5,0.6,1.1,-1.9,2.5,6.1,3.5,0.2,1.7,2.9,2.6,1.4,-1.2,5.9,3.0,3.2,0.0,1.9,1.2,-2.3,1.3,4.7,3.3,1.5,0.2,2.9,-4.1,0.8,9.4,-2.8,11.0,-0.5,-2.8,-2.4,9.1,6.1,9.7,-0.6,-1.8,6.6,-2.3,2.9,1.5,-1.9,-3.3,11.1,8.0,9.5,-2.0,-1.3,7.5,0.1,2.9,-1.7,-2.4,-0.7,5.6,2.7,7.4,1.9,-2.6,4.8,-4.2,2.9
2019-12-01,2.31953,3.6,384600.0,21933.217,3.8,2.8,-0.9,7.1,4.1,3.2,-2.7,0.5,1.0,-2.0,2.6,6.1,3.4,0.0,1.8,2.9,3.7,2.8,-0.8,7.0,4.0,3.2,-2.5,0.6,1.1,-1.9,2.5,6.1,3.5,0.2,1.7,2.9,2.6,1.4,-1.2,5.9,3.0,3.2,0.0,1.9,1.2,-2.3,1.3,4.7,3.3,1.5,0.2,2.9,-4.1,0.8,9.4,-2.8,11.0,-0.5,-2.8,-2.4,9.1,6.1,9.7,-0.6,-1.8,6.6,-2.3,2.9,1.5,-1.9,-3.3,11.1,8.0,9.5,-2.0,-1.3,7.5,0.1,2.9,-1.7,-2.4,-0.7,5.6,2.7,7.4,1.9,-2.6,4.8,-4.2,2.9
2020-01-01,1.49404,3.6,383000.0,21727.657,-1.8,-7.5,-5.8,9.7,8.2,11.8,-12.9,0.4,-4.2,-1.6,11.3,3.4,-7.1,-19.4,-3.4,1.4,-2.0,-7.4,-5.5,9.4,7.8,11.6,-12.5,0.5,-4.0,-1.6,11.1,3.3,-7.0,-19.0,-3.5,1.4,-2.1,-7.1,-5.1,8.3,6.8,10.7,-9.3,2.0,-3.8,-1.3,8.5,2.8,-5.2,-15.8,-3.4,1.4,4.6,8.7,-33.9,-2.8,-38.5,0.1,-6.9,-7.0,6.5,5.0,6.4,-4.2,-2.9,-0.9,-2.8,1.4,-1.3,-8.7,-7.5,5.7,4.2,7.1,-3.4,-4.2,-2.2,-5.4,1.4,3.3,-3.1,-6.1,8.4,6.8,5.0,-5.4,-0.8,1.7,2.5,1.4
2020-02-01,1.49404,3.5,383000.0,21727.657,-1.8,-7.5,-5.8,9.7,8.2,11.8,-12.9,0.4,-4.2,-1.6,11.3,3.4,-7.1,-19.4,-3.4,1.4,-2.0,-7.4,-5.5,9.4,7.8,11.6,-12.5,0.5,-4.0,-1.6,11.1,3.3,-7.0,-19.0,-3.5,1.4,-2.1,-7.1,-5.1,8.3,6.8,10.7,-9.3,2.0,-3.8,-1.3,8.5,2.8,-5.2,-15.8,-3.4,1.4,4.6,8.7,-33.9,-2.8,-38.5,0.1,-6.9,-7.0,6.5,5.0,6.4,-4.2,-2.9,-0.9,-2.8,1.4,-1.3,-8.7,-7.5,5.7,4.2,7.1,-3.4,-4.2,-2.2,-5.4,1.4,3.3,-3.1,-6.1,8.4,6.8,5.0,-5.4,-0.8,1.7,2.5,1.4
2020-03-01,1.49404,4.4,383000.0,21727.657,-1.8,-7.5,-5.8,9.7,8.2,11.8,-12.9,0.4,-4.2,-1.6,11.3,3.4,-7.1,-19.4,-3.4,1.4,-2.0,-7.4,-5.5,9.4,7.8,11.6,-12.5,0.5,-4.0,-1.6,11.1,3.3,-7.0,-19.0,-3.5,1.4,-2.1,-7.1,-5.1,8.3,6.8,10.7,-9.3,2.0,-3.8,-1.3,8.5,2.8,-5.2,-15.8,-3.4,1.4,4.6,8.7,-33.9,-2.8,-38.5,0.1,-6.9,-7.0,6.5,5.0,6.4,-4.2,-2.9,-0.9,-2.8,1.4,-1.3,-8.7,-7.5,5.7,4.2,7.1,-3.4,-4.2,-2.2,-5.4,1.4,3.3,-3.1,-6.1,8.4,6.8,5.0,-5.4,-0.8,1.7,2.5,1.4
2020-04-01,0.71666,14.8,371100.0,19935.444,20.9,-32.9,-44.5,25.6,30.1,3.9,-14.0,-4.0,-40.9,-6.1,8.2,-30.3,-35.5,-42.2,13.5,-3.5,20.2,-32.9,-44.2,25.3,29.9,4.2,-15.7,-4.6,-40.6,-6.1,9.3,-30.1,-36.0,-43.5,12.9,-3.5,10.8,-36.7,-42.9,28.7,33.4,16.1,-26.3,-2.7,-41.4,-2.5,19.3,-26.5,-38.4,-53.4,8.0,-3.5,-43.5,-6.5,28.9,-64.3,-18.4,-6.9,-43.9,-39.8,28.7,33.4,38.3,-27.8,-16.6,-22.5,-22.4,-3.5,-17.2,-54.3,-44.8,33.0,37.8,60.6,-30.7,-20.4,-26.6,-34.0,-3.5,0.0,-30.4,-30.5,23.6,28.0,23.5,-22.7,-10.0,-14.1,-10.0,-3.5
2020-05-01,0.71666,13.2,371100.0,19935.444,20.9,-32.9,-44.5,25.6,30.1,3.9,-14.0,-4.0,-40.9,-6.1,8.2,-30.3,-35.5,-42.2,13.5,-3.5,20.2,-32.9,-44.2,25.3,29.9,4.2,-15.7,-4.6,-40.6,-6.1,9.3,-30.1,-36.0,-43.5,12.9,-3.5,10.8,-36.7,-42.9,28.7,33.4,16.1,-26.3,-2.7,-41.4,-2.5,19.3,-26.5,-38.4,-53.4,8.0,-3.5,-43.5,-6.5,28.9,-64.3,-18.4,-6.9,-43.9,-39.8,28.7,33.4,38.3,-27.8,-16.6,-22.5,-22.4,-3.5,-17.2,-54.3,-44.8,33.0,37.8,60.6,-30.7,-20.4,-26.6,-34.0,-3.5,0.0,-30.4,-30.5,23.6,28.0,23.5,-22.7,-10.0,-14.1,-10.0,-3.5
2020-06-01,0.71666,11.0,371100.0,19935.444,20.9,-32.9,-44.5,25.6,30.1,3.9,-14.0,-4.0,-40.9,-6.1,8.2,-30.3,-35.5,-42.2,13.5,-3.5,20.2,-32.9,-44.2,25.3,29.9,4.2,-15.7,-4.6,-40.6,-6.1,9.3,-30.1,-36.0,-43.5,12.9,-3.5,10.8,-36.7,-42.9,28.7,33.4,16.1,-26.3,-2.7,-41.4,-2.5,19.3,-26.5,-38.4,-53.4,8.0,-3.5,-43.5,-6.5,28.9,-64.3,-18.4,-6.9,-43.9,-39.8,28.7,33.4,38.3,-27.8,-16.6,-22.5,-22.4,-3.5,-17.2,-54.3,-44.8,33.0,37.8,60.6,-30.7,-20.4,-26.6,-34.0,-3.5,0.0,-30.4,-30.5,23.6,28.0,23.5,-22.7,-10.0,-14.1,-10.0,-3.5
2020-07-01,1.39102,10.2,400600.0,21684.551,6.6,46.3,37.3,-5.7,-10.0,-11.6,30.9,4.4,29.1,6.3,-15.3,29.4,52.7,91.5,13.3,4.7,7.5,46.5,36.3,-5.1,-9.4,-11.7,31.8,4.6,28.2,6.3,-15.6,29.4,53.3,93.1,14.3,4.7,5.0,40.8,34.1,-6.7,-10.9,-11.1,34.0,4.2,27.9,4.8,-14.7,25.1,46.7,88.6,10.0,4.7,-26.6,-15.7,244.3,3.3,384.6,16.3,53.0,31.5,-13.1,-17.1,-25.3,11.7,17.8,14.2,37.0,4.7,39.4,91.1,37.1,-16.7,-20.5,-40.2,12.2,22.2,14.2,70.4,4.7,-1.6,21.0,22.9,-7.0,-11.3,-5.6,10.7,11.1,14.3,9.3,4.7
2020-08-01,1.39102,8.4,400600.0,21684.551,6.6,46.3,37.3,-5.7,-10.0,-11.6,30.9,4.4,29.1,6.3,-15.3,29.4,52.7,91.5,13.3,4.7,7.5,46.5,36.3,-5.1,-9.4,-11.7,31.8,4.6,28.2,6.3,-15.6,29.4,53.3,93.1,14.3,4.7,5.0,40.8,34.1,-6.7,-10.9,-11.1,34.0,4.2,27.9,4.8,-14.7,25.1,46.7,88.6,10.0,4.7,-26.6,-15.7,244.3,3.3,384.6,16.3,53.0,31.5,-13.1,-17.1,-25.3,11.7,17.8,14.2,37.0,4.7,39.4,91.1,37.1,-16.7,-20.5,-40.2,12.2,22.2,14.2,70.4,4.7,-1.6,21.0,22.9,-7.0,-11.3,-5.6,10.7,11.1,14.3,9.3,4.7
2020-09-01,1.39102,7.8,400600.0,21684.551,6.6,46.3,37.3,-5.7,-10.0,-11.6,30.9,4.4,29.1,6.3,-15.3,29.4,52.7,91.5,13.3,4.7,7.5,46.5,36.3,-5.1,-9.4,-11.7,31.8,4.6,28.2,6.3,-15.6,29.4,53.3,93.1,14.3,4.7,5.0,40.8,34.1,-6.7,-10.9,-11.1,34.0,4.2,27.9,4.8,-14.7,25.1,46.7,88.6,10.0,4.7,-26.6,-15.7,244.3,3.3,384.6,16.3,53.0,31.5,-13.1,-17.1,-25.3,11.7,17.8,14.2,37.0,4.7,39.4,91.1,37.1,-16.7,-20.5,-40.2,12.2,22.2,14.2,70.4,4.7,-1.6,21.0,22.9,-7.0,-11.3,-5.6,10.7,11.1,14.3,9.3,4.7
2020-10-01,1.32042,6.9,396900.0,22068.767,-3.0,5.7,9.0,10.6,7.6,14.1,-11.9,2.2,7.0,1.9,11.7,20.6,8.0,-6.9,-1.2,2.8,-3.5,5.7,9.6,9.9,6.9,13.9,-10.7,2.6,7.6,1.9,11.0,20.4,8.5,-5.6,-1.7,2.8,7.7,18.5,10.0,8.2,5.3,0.4,4.5,2.0,8.3,1.5,-1.6,19.0,20.9,23.8,9.4,2.8,70.4,16.8,-50.0,101.9,-40.8,-1.1,7.9,9.0,7.3,4.4,8.5,6.7,2.1,17.0,1.1,2.8,-1.5,5.1,6.7,11.9,8.8,13.6,5.0,1.6,19.4,0.1,2.8,-3.2,9.2,12.8,-0.2,-2.9,3.1,9.5,3.0,12.6,-0.3,2.8
2020-11-01,1.32042,6.7,396900.0,22068.767,-3.0,5.7,9.0,10.6,7.6,14.1,-11.9,2.2,7.0,1.9,11.7,20.6,8.0,-6.9,-1.2,2.8,-3.5,5.7,9.6,9.9,6.9,13.9,-10.7,2.6,7.6,1.9,11.0,20.4,8.5,-5.6,-1.7,2.8,7.7,18.5,10.0,8.2,5.3,0.4,4.5,2.0,8.3,1.5,-1.6,19.0,20.9,23.8,9.4,2.8,70.4,16.8,-50.0,101.9,-40.8,-1.1,7.9,9.0,7.3,4.4,8.5,6.7,2.1,17.0,1.1,2.8,-1.5,5.1,6.7,11.9,8.8,13.6,5.0,1.6,19.4,0.1,2.8,-3.2,9.2,12.8,-0.2,-2.9,3.1,9.5,3.0,12.6,-0.3,2.8
